branch,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
CSE,7.92,0,4.4,3.9,54,5.9,5.2,2.8,0,2,1,2,0,0,0,
EE,6.67,0,5.8,5.6,56.5,5.7,2.9,3.1,1,3,2,1,0,2,1,15.73
EE,5.35,1,4.9,7.8,62.6,4.9,3,1,1,2,2,0,2,3,1,15.48
Chemical,7.13,0,5.7,7.1,65.5,4.7,3.7,6.7,1,2,3,0,1,2,1,17.43
ME,8.68,2,5.9,4.5,70.9,5.4,8.2,2.7,1,2,1,3,0,0,1,17.91
CSE,6.44,0,7,3.1,73.6,5.6,3.3,5.4,1,3,0,1,0,0,1,18.3
ECE,7.48,1,4.1,4.3,51.3,6,5.9,2.3,1,3,2,0,0,0,0,
ME,8.73,0,4.6,4.7,69.2,8.2,9.1,2.8,1,0,4,2,1,0,0,
IT,6.85,0,6.5,1.9,66.4,5.8,5.4,4.5,2,2,2,0,1,3,1,17.99
CSE,7.69,0,3.5,3.2,68.3,3.5,4.4,4.9,0,3,0,0,0,0,0,
CSE,5.41,0,5.6,6.8,56.8,5.9,3.1,3.5,1,1,2,2,0,0,1,16.5
CSE,7.88,0,4.8,4.9,80.6,4.7,2.7,6.5,0,0,1,0,0,1,1,18.19
CSE,7.88,0,6.7,8.1,67.7,4,7,4.6,2,1,2,0,0,2,1,18.63
Chemical,6.59,1,5.8,5.7,65.3,6.1,2.8,5.6,3,4,1,0,0,0,1,17.34
CSE,8.41,0,7.5,7.7,72.7,4.9,5.4,3.8,1,3,2,2,1,3,1,20.44
ME,8.22,2,4,6.2,65.2,7.2,1.9,5.3,1,1,1,0,0,2,1,16.05
ME,7.45,0,7.2,6.6,80.2,4.9,3.3,3.2,1,2,4,0,0,1,1,18.19
CSE,10,0,5.6,7.7,60.9,3.5,1.7,3.9,2,2,0,1,1,3,0,
CSE,7.49,0,6,7.1,55.8,6.7,4.1,5.7,2,5,2,0,1,1,1,18.96
Chemical,5.6,1,6.8,3.7,79.4,5.9,5,3.4,2,3,3,2,2,0,1,16.22
IT,6.1,0,4.7,7,62.8,7.8,1.9,2.9,1,2,1,0,1,0,0,
Chemical,8.62,0,5.9,5.9,45,3.7,4,4.9,1,3,3,1,1,0,1,16.06
ECE,7.42,0,7.5,7.6,56.6,5,3.8,1.7,1,3,2,1,1,2,0,
CE,5.71,0,7.9,6.1,55.4,6,2.2,1.5,1,4,2,1,0,0,1,14.55
ECE,5.43,1,6.1,3.1,44.2,7.8,6,3.8,2,3,0,1,0,3,1,17.08
ECE,7.5,2,6.8,7.8,52.5,8.2,2.2,4.1,1,3,3,1,0,0,1,15.11
IT,8.58,2,4.9,6.5,50.1,6.1,4.4,3.7,2,3,0,0,2,3,1,19.37
ME,7.19,1,5.1,6.8,70.2,4.7,7.3,1.8,1,4,0,0,1,2,1,18.37
CSE,8.49,0,6.4,2.8,62.2,5.4,4.7,6.2,0,2,3,2,2,0,1,16.53
CSE,5.81,1,5,1,62.4,6.3,7.9,1,1,3,1,1,0,0,0,
CSE,7.33,0,5.4,5.8,68.8,4.7,0,3.1,1,1,2,0,2,0,1,17.94
CSE,7.66,0,5.3,5.4,49,4.5,2.1,5.1,0,3,1,1,0,1,0,
IT,7.75,0,5.5,6.3,74.7,7.2,2.8,4.5,0,3,1,0,1,1,1,15.89
EE,6.46,0,7.7,6.9,68.6,7.1,5.3,9.3,1,1,1,1,0,1,1,18.81
IT,8.39,1,5.8,7.4,41.8,7.9,1.9,2.9,0,2,1,1,0,2,1,15.18
ME,6,0,8.4,4.9,69.2,5.8,6.8,5.2,0,1,2,0,0,1,0,
CE,9.52,0,7,6.7,58.1,7.4,5.3,3.8,1,4,3,3,0,1,1,20.89
ME,8.38,2,7.4,4.7,48.9,9.8,2.7,5.2,1,2,3,1,0,0,1,20.74
CSE,6.92,0,5.9,2.9,51.1,2.9,4,3.4,1,2,0,3,0,2,0,
EE,7.19,0,6.7,4.3,85.5,5.7,4.9,5.3,2,1,1,0,0,2,0,
ECE,5.75,0,8.2,4.7,66,4.6,2.6,5.5,0,3,0,3,2,0,1,14.33
CSE,6.51,0,3.1,7,65.9,6.2,6.4,3.3,3,2,0,2,0,2,1,18.35
Chemical,8.69,0,8,4.3,57.9,7.6,2.2,0.6,1,4,0,2,1,1,0,
CSE,6.59,0,5.1,4.4,68.8,5.8,5.7,3.2,2,3,4,0,1,1,1,17.26
IT,8.72,0,2.7,6.6,82.3,5.9,6.5,7.7,0,4,1,0,2,0,0,
CE,7.84,0,7,7.7,74.9,5.1,4.3,3.4,1,1,1,1,0,1,0,
IT,5.46,2,6.4,3.2,51.1,4.8,6,2.7,0,2,2,1,0,2,1,12.93
CSE,8.29,0,4.5,6.9,59.4,4.6,3.5,5.1,0,1,4,1,0,2,0,
ECE,6.91,0,7.8,7.7,74.5,3.6,1.2,3.6,1,3,2,2,0,2,1,16.72
IT,6.21,3,5.5,6,65.1,5.4,5.7,5.3,3,1,1,1,1,2,1,18.01
IT,5.66,0,5.5,5.8,79.6,3.5,1.3,3.9,2,4,0,0,2,0,1,14.89
IT,7.48,0,6.9,5.3,58.8,4.4,4.9,5.4,1,2,2,0,0,0,1,18.15
IT,7.39,2,6.5,6.9,70,4.7,5.4,3.1,0,1,2,1,0,0,1,16.62
ECE,6.18,1,7.3,2.9,69.3,8,1.3,3,0,1,2,0,0,0,1,11.5
EE,7.39,0,5,6.7,78.6,8,0,3,0,3,2,2,0,1,1,12.27
CSE,7.91,0,5.1,7.1,55.5,6.4,4.5,4.1,1,2,1,0,0,1,0,
CSE,6.61,0,5.7,4,71.9,8.2,4.9,3.2,3,2,3,0,0,0,1,17.37
CE,7.55,0,6,7,39.4,7.6,4.4,2.5,1,2,2,0,0,0,1,18.73
CE,8.13,3,7.2,5.5,70.8,4.3,5.1,2.3,0,1,1,1,2,2,0,
ME,6.83,0,7.3,9.2,76.5,5.5,3.4,1.5,0,3,2,2,0,0,1,17.35
EE,8.05,1,5.6,7.3,80.9,5.6,7.6,5.1,1,2,0,0,1,3,1,22.71
CE,6.73,1,6.2,5.1,66.5,6.7,5.8,6.8,1,2,0,0,0,1,1,15.68
CSE,5.78,0,3.6,4.7,73.2,7.2,5.6,3.6,2,1,4,0,2,3,1,14.99
IT,6.39,2,5.8,6.2,59.9,6.1,1.9,0.3,3,2,2,0,2,2,1,15.91
EE,6.51,0,4.9,7.2,44.4,5.7,2.8,2.9,3,5,1,1,2,0,1,17.77
IT,6.04,0,7.9,3.1,44.6,6.5,3.7,1.8,1,2,2,1,0,1,0,
ME,6,0,2,5.6,76.9,8,5.6,1.5,1,5,0,1,2,1,0,
CSE,5.85,0,7.2,7.6,48.8,5.2,5.7,4.1,1,1,1,0,0,2,1,17.82
IT,6.05,0,4.2,6.1,82.5,7.3,0,0.7,2,3,3,1,1,0,1,13.17
CE,8.47,0,8.2,3.6,52.9,7,3,3,1,3,2,2,1,2,1,15.61
CSE,6.31,1,7.2,4.9,60.8,7.4,8.1,3.4,2,3,1,0,1,0,0,
CE,6.54,1,5.1,2.4,60.1,6,1.7,6.6,1,1,1,1,0,2,0,
Chemical,8.05,0,3.8,6,80.5,6.6,4.1,1.9,2,3,0,0,2,2,1,19.64
CSE,6.69,0,5.4,5.7,77.2,5.9,4,3.8,0,3,1,0,2,2,1,14.58
ECE,9.05,0,5.5,6.7,69.2,5.5,3.4,3.8,2,2,1,0,1,0,1,20.21
EE,6.38,1,7,3.3,46.6,7.2,1.1,5.2,1,3,1,0,0,1,1,16.62
IT,6.83,1,7.2,7.2,53.6,6.1,6.7,0,0,2,3,1,1,1,1,17.01
EE,6.72,1,5.3,8,69.7,5.5,4.5,5.3,2,3,1,0,0,1,1,19.89
EE,7.47,1,5.2,9.1,80.7,7.7,1.4,3,2,3,1,0,1,1,1,19.21
ECE,7.02,2,5.8,6.3,61.4,5.9,3.2,3.5,2,2,1,1,0,1,0,
CSE,5.84,0,5.4,5.8,81.5,5.7,5.2,6.3,1,3,3,1,0,0,1,15.44
IT,8.36,1,5.7,6.2,63.9,8.2,2.9,1.7,0,3,1,1,0,3,1,17.91
Chemical,6.32,0,6.8,5,47.1,6.3,4.2,2,1,2,1,0,0,1,0,
IT,8.03,1,6.4,9.3,71.3,4.6,5.6,7.1,0,2,1,1,0,3,0,
ECE,9.01,0,4.5,3,48.6,4.8,4.8,0,1,0,1,0,1,1,1,14.38
ECE,7.85,0,7.2,1.8,57.8,6.4,4.6,2.3,0,4,1,0,0,0,1,13
Chemical,6.13,0,7.3,4.7,55.8,2.4,8.4,5.5,0,2,1,1,0,1,1,17.08
Chemical,6.85,3,6.3,7.2,56.1,7.7,6.4,3.7,0,1,1,0,0,2,1,19.96
CE,7.98,0,7.6,5.1,43.8,6.5,4.3,2.9,1,2,0,0,0,0,1,16.96
ME,7.09,0,6.7,3.7,63.3,3.7,3.5,6.4,3,1,2,0,0,0,1,19.55
ME,6.96,1,5.7,10,49.8,7.1,1.7,2.6,1,1,1,1,1,0,1,17.77
CSE,6.05,2,7.2,10,65.3,2.9,4,4.5,0,4,3,0,0,0,1,16.68
EE,8.48,0,7.2,6.2,75.8,8.1,5,2.9,1,1,1,0,0,0,1,19.59
CSE,6.91,1,5.8,3,66.3,9.4,7.7,6.1,1,3,3,1,2,0,0,
CSE,7.49,0,6.5,5.8,79.7,5.9,3.3,4.5,2,2,1,0,0,2,1,17.29
EE,7.99,0,5.7,6,47.9,3.6,3.1,5.3,1,2,1,0,0,2,1,18.01
IT,6.3,0,5.6,6.8,52.5,5.1,4,4.7,1,2,1,0,0,1,0,
EE,8.15,0,3.5,3.8,65.9,5.3,4.8,4.2,2,2,2,1,0,1,1,17.65
ME,7.57,3,4.3,3.4,73.6,8.4,5,2.6,2,2,1,0,1,1,1,18.01
EE,6.42,2,5,7.2,82.8,4.4,2.4,3.8,1,1,2,0,1,1,1,13.63
ME,6.68,0,7.1,7.1,61.6,5.2,7.3,3.6,2,2,0,1,2,0,1,19.9
EE,6.02,2,6.2,8,51,6.8,3,0,1,1,1,0,1,1,0,
IT,8.4,3,4.6,6.2,73.7,5.9,7.8,3.7,0,3,2,2,0,2,1,17.26
CSE,8.52,1,6.9,2.8,47.4,6.4,4.3,1.6,2,2,2,0,0,1,1,18.47
CSE,6.77,2,4.9,7.4,48.5,5.4,3.8,1.6,0,1,1,0,0,1,0,
EE,7.4,0,5.5,7,53.1,5,1.3,6.2,2,4,4,0,0,3,1,16.5
ME,6.91,1,8.3,6.1,71.8,6.7,5.9,3.6,2,2,1,1,0,2,1,17.83
CE,7.4,0,2.8,6.9,67.7,6.9,4.4,4.1,1,3,2,1,0,1,1,17.85
EE,5.93,1,8.3,9.9,91.5,5.8,3.6,5,0,4,1,3,0,0,1,19.69
CE,7.99,0,4.4,5,66.3,5.4,8.4,3.3,0,0,2,2,0,1,1,15.31
IT,7.38,0,7.4,2.6,79.6,7.4,2.2,1.9,1,3,1,1,0,1,1,13.37
ECE,6.82,1,5.2,4.4,83.5,9.7,7.5,5.2,2,1,0,0,0,1,1,17.02
EE,6.17,3,6.2,5.4,58.9,6.4,4.8,2.6,2,1,1,0,0,1,1,17.47
ME,7.23,0,8.9,7.4,79.8,5.3,3.6,3.3,1,1,1,0,0,1,1,20.23
CE,5.35,0,6.4,2.5,67.8,5.9,5.5,3.7,1,1,0,0,0,2,1,12.1
CSE,6.44,1,5,8.5,68.2,5,4.2,2.3,1,2,2,1,1,2,0,
IT,6.22,0,7.4,7.6,58.5,5.8,0.5,2.5,1,3,2,3,1,1,1,17.31
ECE,5.88,0,5.3,6.4,77,5.7,3.3,5.7,1,4,0,1,0,1,0,
ECE,9.31,1,4.1,4.8,68.3,7.7,3.2,2,2,2,2,0,0,1,1,16.32
CSE,7.33,2,5.3,6.6,64.4,5.5,6.9,1.4,1,1,1,1,0,0,0,
ME,7.21,1,6,3,49,8.9,0.7,1.2,1,2,4,0,0,0,0,
ME,7.67,0,5,4.4,49.4,7.1,0.9,3.5,0,2,1,0,0,1,0,
CSE,7.54,3,3.3,2.7,61.5,6.9,6,1.2,0,1,0,1,0,0,0,
IT,6.21,0,6.2,2.5,66.3,3.4,5,5.2,1,3,1,0,0,2,0,
CSE,6.16,0,6.5,4.7,65.9,8.8,4.4,3.7,3,3,1,0,2,0,1,18.28
CSE,6.72,1,4.5,4.1,60.9,3.7,6.1,4.3,1,4,2,1,0,3,1,14.64
ME,7.03,0,3.8,4.3,63.7,7.5,3.8,3.7,1,1,2,0,0,3,1,11.24
ECE,6.4,0,4.9,5.9,64.5,5,4.3,1.9,2,3,1,0,0,2,0,
ECE,6.98,3,7.3,5.7,73.3,5,3.8,6,0,1,3,1,0,0,1,14.07
CE,7.74,0,6.7,6.6,76.3,5.1,5.1,5.3,1,5,3,0,0,1,1,18.52
CE,8.64,0,3.6,9,69.7,7.1,4.4,3.6,1,2,3,3,2,0,1,17.36
ME,8.9,0,5.9,4.1,81.5,7.7,5,4.4,0,2,2,0,0,3,1,17.58
IT,6.58,3,5.4,5,65.8,6.5,3.7,4.2,2,2,2,2,0,1,0,
ME,7.51,0,5.9,4.6,72.2,10,5.8,6.1,2,5,1,0,0,0,1,17.6
Chemical,7.05,0,6,6.2,57.8,4.1,3.8,0.5,1,3,1,0,2,2,1,13.42
IT,5.96,0,6.1,8.9,59.3,7,6.7,3,0,3,0,2,0,0,1,21.62
CSE,7.27,2,4.6,2.6,77.9,6.4,2.2,4.1,2,3,4,1,0,0,1,16.99
ECE,6.24,0,7.2,5.1,55.7,4.8,2.5,3.1,0,1,3,3,0,1,0,
CE,8.49,0,6.5,6.6,66.2,6.2,5.5,3.9,2,1,0,1,1,1,1,23.85
ME,7.58,0,8.3,5.6,47.6,8.3,10,6.1,0,2,1,0,0,1,1,19.94
CSE,5.85,1,5.1,5.5,60,6.8,6.7,5.8,0,3,1,1,0,0,0,
CE,6.86,0,4.2,4.4,70.2,6.2,4.2,2.5,2,0,3,3,0,2,0,
CE,6.34,1,6.8,5.1,47,5.6,2.2,8.6,2,4,1,0,0,0,0,
ME,7.92,0,7.4,8.3,77.1,4.6,5.7,5.4,2,1,2,0,0,1,1,19.72
IT,7.18,0,5.6,6.7,68.3,5.3,2.8,6.9,0,2,2,0,0,0,0,
CE,7.59,0,8.8,6.4,68.6,6.7,4.9,3.6,0,3,2,1,1,0,1,17.11
IT,7.91,1,8.9,8.4,55.9,6.9,5.8,3.9,1,2,2,0,1,0,1,19.08
CE,6.23,0,5.1,6.7,66,7.3,0.5,0,2,3,1,2,1,1,0,
Chemical,7.17,0,4.4,7.5,99.1,7.6,6.7,4,0,4,0,0,0,2,1,15.75
CSE,8,0,7.2,6.2,61,2.7,1.7,7.3,0,3,3,3,0,0,1,18.44
IT,9.12,0,6,8.4,58.9,4.7,4,3.5,2,3,1,0,0,3,1,18.75
ME,7.88,2,6.7,4.4,77.5,5.1,3.8,0.7,1,2,1,0,0,3,0,
EE,6.35,1,7.4,3,78.6,6.3,4.5,2.8,0,2,1,0,0,1,1,14.43
CE,9.65,0,4,3.9,52.8,7.2,1.2,7,0,3,2,1,0,2,0,
CSE,7.78,3,6.6,7.5,75.2,6.6,5.2,3.7,2,3,1,0,1,0,1,20.27
ME,8.54,1,8.5,4.4,74.2,5.9,5.9,4.4,1,0,2,2,1,0,0,
EE,7.73,1,6.6,6.2,57.2,7,7.4,6.7,2,2,0,0,0,0,1,21.1
IT,7.14,1,7.6,6.7,71.4,5.5,5.2,6.9,2,1,2,2,0,2,0,
CSE,9.11,0,4.6,3.3,58.6,4.9,5,5.8,1,1,0,0,0,0,1,17.14
ECE,4.63,0,5.7,7.6,78.8,6.7,4.7,3.9,0,0,1,3,0,3,1,15.34
ECE,6.02,0,7.3,6.9,80.5,5.7,3,4.8,1,1,0,0,0,2,0,
CE,8.45,2,3.9,5.5,70.8,6.8,3.6,2.6,0,1,0,1,0,1,0,
IT,6.33,1,7.6,1,44.9,6.4,4.2,1.3,1,3,3,1,0,2,0,
ECE,5.68,3,4.2,8,73.5,7.1,4.4,6.5,1,2,2,1,1,0,1,17.81
CSE,8.39,0,6.8,2.1,71.3,5.2,1.7,3.3,1,1,0,2,0,2,1,14.79
ME,7.16,0,6.8,6.1,60.4,4.6,5.5,3.8,0,4,0,1,0,1,1,14.75
CSE,6.49,0,5.8,6.6,61.7,7.9,2.6,3.7,0,4,1,0,0,0,1,14.52
ECE,8.25,0,6.6,5.1,43,5,2.2,3.4,0,3,0,0,0,1,1,15.57
ME,6.12,0,7.3,4.7,53.9,4.8,4.9,5,1,4,1,2,2,0,1,15.77
ME,5.98,0,6.1,8.1,65.7,6.5,1.2,2.8,1,2,1,0,0,3,1,17.88
IT,6.19,0,7.1,3.1,55.5,6.9,3.6,3.6,2,2,3,1,0,1,0,
IT,8.32,0,6.6,4.9,48.1,7.7,0.7,5.3,1,2,1,0,0,1,1,13.87
ECE,7.06,0,5.9,7.6,71.1,6.2,3,2.4,2,3,3,1,0,1,1,18.49
ECE,7.17,0,6.4,5.1,58.2,4,5.5,4.3,2,1,2,2,1,0,1,16.45
Chemical,8.6,0,9.6,6.4,76.2,8.5,1.4,5,0,1,2,1,1,0,1,18.66
ECE,7.74,0,8.9,5.4,64.2,9.4,5.2,3,1,1,1,0,0,0,1,19.8
CSE,7.87,0,5.3,7.4,58.4,6.3,4.7,4.1,2,4,1,0,0,0,1,17.81
EE,7.83,0,4.6,5.5,67.1,8,0.9,5.5,0,1,2,1,0,0,1,16.17
CSE,7.24,0,7.4,4.1,66.6,5.3,6.1,6.4,0,1,2,1,0,1,1,14.3
CE,8.04,0,5.3,5.7,70.9,4.2,4,4.8,1,4,3,0,1,1,1,16.41
IT,5.54,0,5.8,3.8,55.9,6.8,4.8,4.4,3,2,0,0,2,0,1,15.87
CSE,7.28,1,5.6,2.5,59.9,5.9,4.3,1.6,1,3,2,2,1,3,0,
ME,8.48,2,4.6,1.3,57.1,6.9,6.3,3.6,0,4,1,0,1,2,1,16.13
ECE,8.39,1,6.5,4.3,63.4,7,1.4,3.2,1,3,1,0,1,3,0,
Chemical,6.66,1,4.8,2.1,56.4,6.4,7,7.1,0,4,2,0,0,1,0,
EE,5.97,1,6.3,3.5,44.6,5.4,4.5,5.8,2,1,2,0,0,1,1,16.23
CSE,6.74,0,5.6,3.8,42.8,7.4,3.1,3.5,2,3,1,1,2,3,1,16.9
CSE,8.6,0,5.7,6,65.3,3.1,3.8,2.5,2,1,2,0,1,3,1,18.89
CSE,6.33,2,4.1,2.3,65.4,4.6,4.4,2.8,0,1,2,0,0,1,1,10.46
CSE,8.71,1,6.2,4.6,60,3.8,5.8,3,0,4,1,0,0,2,0,
ECE,6.35,1,4.5,4.2,64.1,6.4,5.7,3.9,1,2,0,3,0,1,1,13.91
ECE,6.87,2,9.4,2.6,67.8,7.9,5,6.5,1,3,1,2,0,2,1,15.55
CSE,7.47,0,8.1,7,49.5,6.3,5.9,7.1,0,2,0,1,0,1,1,20.51
CE,6.49,0,7.7,3.8,76.3,6.9,4.1,6.3,1,1,1,1,0,3,0,
CSE,7.43,0,6.1,4.8,100,6.1,7.5,4.5,2,2,1,0,0,3,1,17.58
Chemical,7.94,0,7.7,7.3,73,4.7,4.5,2.4,1,4,3,2,0,2,1,17.86
EE,6.89,1,10,6,68.4,7.1,9.1,3.5,1,1,2,2,0,1,1,18.02
CSE,8.28,0,7.7,7,61.8,6.5,6.7,3.1,3,4,1,1,0,2,1,21.76
ECE,6.22,1,5.2,3.5,64.6,4.9,6.2,3.8,2,2,2,1,0,0,1,16.71
Chemical,7.52,2,5.3,5.6,62.8,6.2,3.6,3,2,2,2,0,1,0,1,16.84
CSE,8.38,0,7.6,7,43.3,8.2,4,2.3,1,1,3,1,0,2,1,17.59
CSE,7.15,0,7.8,7.3,67.7,6.5,4.9,5.1,1,0,0,3,0,2,1,21.61
CSE,9.61,0,4,7.7,64.2,5.7,5.1,2.9,0,1,2,0,1,2,1,17.8
EE,7.49,0,6.5,5.7,56,6.1,7,2.7,1,5,2,2,1,1,1,18.73
ME,7.89,0,5.5,5.7,53.4,6.3,3.7,3.7,1,4,3,0,1,0,1,21.04
CSE,6.6,1,4.1,3,54.7,6,4.5,0,0,1,1,1,1,0,0,
ECE,6.53,0,5.3,5,56.7,2,3.8,0.5,0,0,1,1,0,1,0,
CSE,7.37,0,4.1,7.3,53.1,4.1,2.6,7.4,0,3,0,2,0,2,0,
ECE,5.76,0,5.3,4.8,44.3,7,3.5,5.6,0,4,1,1,1,2,0,
CSE,6.77,1,6.3,7.1,73.8,6.9,6.3,5.5,2,2,0,0,0,0,0,
CSE,8.78,1,7.2,6.7,76.7,4.9,2.7,0.3,1,1,2,1,0,2,1,16.56
IT,7.63,3,6.7,3.9,60,4.3,3.3,3.4,0,3,2,0,0,2,1,14.69
IT,5.68,1,4.4,6.2,49.9,8.2,0.2,1.5,1,3,1,0,0,2,1,12.36
EE,7.96,0,4.6,4.9,77.7,8,3.4,8.5,2,4,1,2,1,1,1,17.2
EE,5.99,0,5.7,6.4,67.4,8.6,0.3,3.5,1,1,1,2,1,0,0,
CSE,6.3,0,6.2,3.5,38.3,8.6,5.6,7.6,1,4,2,1,1,0,1,16.76
ME,6.96,0,8.7,4.9,70.3,2.7,7.2,4.5,1,4,0,0,0,3,1,18.18
ME,7.11,0,8.1,7.2,65.9,4.5,3.9,6.4,1,2,1,0,0,3,1,18.6
CE,8.29,1,6.8,6,71.6,5.2,3.7,7.1,1,3,0,0,1,1,1,18.35
IT,7.17,1,8.2,4,61.5,7.5,4.2,2.2,1,2,4,0,0,1,0,
IT,7.02,0,9.4,5.7,76.5,5.4,0.8,5.9,2,1,3,0,0,0,1,18.17
CSE,5.46,0,5.4,4.3,66.7,5.7,2.6,1.8,1,2,3,0,1,1,1,14.01
ME,7.17,1,9.9,5.2,56.8,5.6,0.1,0,1,3,0,0,0,1,0,
CSE,8,0,6.5,4.1,49.9,5.2,0.6,3.9,1,3,1,0,0,1,1,16.6
EE,6.55,0,6.1,7.2,53.9,5.6,2.7,4.9,1,2,3,0,0,1,1,16.66
CE,8.25,1,3.5,4.3,48.5,9,5.3,5.2,1,1,1,0,0,0,1,17.93
IT,6.43,1,3.9,5.6,84.9,4.8,6.1,2.3,1,4,0,0,1,3,1,16.28
ME,7.16,0,8.6,7.5,53.2,5.5,1.2,2.3,2,2,2,0,0,0,1,20.24
IT,7.55,0,7.7,2.8,64.9,6.8,5.5,4.4,0,5,1,1,0,2,1,14.84
ECE,6.23,0,5.1,4.5,46.9,4.8,3.3,2.6,2,1,3,0,0,1,1,13.76
EE,5.6,0,6.7,4.4,87.1,5.4,6.8,2.2,0,3,1,1,0,2,1,11.52
CSE,7.13,1,4.8,1.7,80.4,6.9,5.3,5.6,2,1,0,0,0,1,0,
CSE,8.11,2,6.1,6.1,74,7.2,5.2,2,1,4,1,3,0,1,1,17.99
ME,7.73,2,6.9,6,84.5,5.9,2.3,3.9,0,5,1,0,0,1,1,15.05
IT,7.6,0,7,1.9,70.7,6.3,4.2,2,0,2,2,0,0,1,0,
IT,6.9,0,5.3,3.4,82.4,6.7,4.8,5.4,0,1,2,1,1,1,1,16.8
CE,5.13,0,4.9,6.4,66.1,6,5.2,1.3,0,4,2,0,0,1,1,13.53
CSE,7.67,1,4.3,4.3,70.3,4.7,4.7,1.4,0,1,0,0,2,1,1,15.43
EE,7.02,0,7,3.3,74.5,4.1,4,6.3,0,1,1,0,1,1,1,16.11
CSE,5.94,3,4.5,4.8,62.6,6.3,6.6,2.1,0,4,2,0,0,1,1,12.08
ECE,6.35,0,7.8,7.4,53.4,5.8,3.9,6.3,0,3,0,3,1,1,1,14.06
ECE,6.03,0,9.7,3,61.9,6.1,4.2,2.8,2,1,2,0,0,2,0,
IT,5.05,1,7.1,8.6,59.8,4.6,1.3,6.1,0,2,3,0,0,2,1,16.04
EE,7.36,1,6.2,6.9,51.2,6.9,3.5,2,0,2,3,1,0,1,0,
CSE,6.26,2,4.8,6.6,79.6,6.4,5.8,5.2,3,2,3,0,0,1,0,
IT,6.37,0,6,5.3,58.7,4.2,6.8,1.5,0,5,0,0,0,0,0,
ME,6.2,0,6.5,5,64,5.8,5.6,4.3,2,4,4,0,0,0,0,
IT,5.26,1,6.3,2.1,59.6,8.3,5.7,2.9,1,3,1,1,1,1,1,14.41
IT,6.49,0,7.4,7.5,62.1,7.5,4.4,3.3,1,2,1,2,0,2,1,17.67
Chemical,5.74,0,7.7,10,69.2,5.3,0.9,5.2,1,2,3,1,0,3,1,16.8
ECE,6.91,1,5.1,3.4,70.3,4.7,1.9,2.2,3,1,2,0,1,1,0,
IT,7.01,2,7.5,4.4,59,6.4,3.9,6,1,0,2,3,0,1,1,13.12
ECE,7,2,4.4,4.8,57.2,4.2,8.6,5.8,2,5,3,0,1,0,1,18.68
Chemical,5.99,1,6,6.1,85.6,4.9,5.1,3.9,2,2,2,2,0,3,1,17.36
ME,6.94,0,7.1,6.3,54.1,5.6,4.7,3.3,0,4,2,3,1,0,0,
EE,5.83,0,5,2.3,59,6.9,8.6,2.1,1,2,3,1,0,1,1,11.4
Chemical,7.3,0,1.6,3.7,77.6,8,4.9,3.8,2,5,0,2,0,3,1,18.79
CSE,7.75,0,7.5,7.6,48.9,5.5,3.5,3.8,1,1,2,0,0,0,1,18.03
EE,6.86,0,6.6,8.3,79.3,3.6,2.3,1,1,2,1,2,0,1,1,16.77
Chemical,7.94,0,4.5,3.8,73.8,3.5,3.9,5.1,1,4,0,2,2,1,1,18.7
Chemical,8.29,0,6,3.8,57.5,5.7,7,1.8,0,4,2,1,0,1,1,16.75
CSE,7.03,0,7.6,6.2,38.4,4.6,4.5,4.3,0,2,4,2,0,1,0,
CSE,7.32,0,4.1,5.7,73.1,7.6,3.1,4.4,0,1,0,0,0,0,1,13.88
ME,8.39,1,4.9,5.4,61.1,6.8,5,2.6,0,3,2,0,0,1,1,16.22
IT,6.43,0,4.5,6.6,91.1,7.4,5.9,3.1,1,1,3,0,0,1,0,
IT,8.21,0,7.8,6.9,71.2,7.4,6.5,1.6,2,3,1,2,1,1,1,23.66
CE,6.83,0,5.6,4.2,67.5,8,4.8,4.7,2,3,4,1,1,0,0,
CE,6.17,0,7.9,6.8,53.2,6.2,4.8,3.8,1,5,2,3,0,2,1,18.98
CSE,5.68,1,6.4,1,77.5,5.9,0,2.4,0,1,2,2,0,0,1,9.31
ME,8.69,0,5.3,5.1,71.4,5.4,5.6,2.8,1,3,1,0,0,2,0,
CE,6.7,0,5,5.1,53,3.4,6.8,4.4,1,2,0,0,0,1,0,
EE,5.19,2,6.3,6.6,52.7,6.3,5.1,0,2,2,1,0,0,1,0,
CSE,7.39,0,5.6,8.6,56.9,4.8,3.4,5.1,0,3,2,0,0,0,0,
EE,7.36,1,5.9,7.6,59.2,7.5,3.8,2.1,1,4,1,0,1,1,0,
Chemical,8.61,1,6.4,3.5,54.5,6,3.1,2.6,0,5,2,1,0,2,1,14.98
IT,5.13,0,7.1,2.8,57.1,6.8,7.2,5.5,1,2,0,0,2,1,0,
EE,8.22,1,6.8,2.5,58.1,6.8,5,3.4,0,1,3,1,0,2,1,16.3
CSE,6.82,0,7.1,3.8,68.2,6.9,4.1,1.4,0,1,2,1,0,0,1,13.94
IT,6.24,0,7.4,5.2,75.6,6.4,2.5,3.6,1,4,2,0,1,2,0,
EE,7.38,0,4.9,6.3,67.5,7,3.4,7.3,2,4,1,3,0,3,0,
CE,7.68,0,6.2,6.5,53.3,4.6,8,4.1,3,2,1,3,0,0,1,20.04
IT,7.68,3,6.6,7.4,64.8,7.9,2.2,6.6,1,2,1,0,2,1,1,20.71
